Linux 4.18.0-553.144.1.el8_10.x86_64 (ac062) 	08/06/26 	_x86_64_	(96 CPU)

13:07:09     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:07:14      37    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      38    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      39    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      40    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      41    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      42    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      43    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      45    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      46    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      47    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      48   98.80    0.00    0.60    0.00    0.40    0.20    0.00    0.00    0.00    0.00
13:07:14      49   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      50   98.80    0.00    0.80    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      51   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      52   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      53   59.60    0.00   40.00    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      54   57.09    0.00   42.32    0.00    0.60    0.00    0.00    0.00    0.00    0.00
13:07:14      55   58.40    0.00   41.20    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      56   58.68    0.00   40.92    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      57   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      58   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      59   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      61   55.80    0.00   43.80    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      62    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
13:07:14      63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      64    0.00    0.00    0.60    0.00    0.00    0.00    0.00    0.00    0.00   99.40
13:07:14      65    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      66    0.00    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.80
13:07:14      67   60.40    0.00   39.20    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      68   58.20    0.00   41.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      69   58.48    0.00   41.12    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      70   99.60    0.00    0.00    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      71   99.40    0.00    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:14      72   99.60    0.00    0.00    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      73   98.80    0.00    0.60    0.00    0.40    0.20    0.00    0.00    0.00    0.00
13:07:14      74   96.39    0.00    0.20    0.00    0.20    0.00    0.00    0.00    0.00    3.21
13:07:14      75    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:14      76   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      77   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      78   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      79   98.20    0.00    1.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      80   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      81   99.40    0.00    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:14      82   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      83   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      84   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      85   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      86   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      87   98.20    0.00    1.20    0.00    0.60    0.00    0.00    0.00    0.00    0.00
13:07:14      88   99.40    0.00    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:14      89   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      90   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      91   99.60    0.00    0.20    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:14      92   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      93   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      94   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:14      95   99.40    0.00    0.20    0.00    0.40    0.00    0.00    0.00    0.00    0.00

13:07:14     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:07:19     all   62.33    0.00    3.75    0.06    0.24    0.00    0.00    0.00    0.00   33.62
13:07:19       0   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19       1   99.20    0.00    0.60    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:19       2   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19       3   99.40    0.00    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:19       4   99.40    0.00    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:19       5   99.00    0.00    0.60    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19       6   99.20    0.00    0.60    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:19       7   99.20    0.00    0.60    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:19       8   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19       9   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19      10   99.40    0.00    0.40    0.00    0.20    0.00    0.00    0.00    0.00    0.00
13:07:19      11   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19      12   99.40    0.00    0.20    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19      13   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19      14   99.20    0.00    0.40    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19      15   99.40    0.00    0.20    0.00    0.40    0.00    0.00    0.00    0.00    0.00
13:07:19      16    0.00    0.00    0.00    0.00    0.00    0.20    0.00    0.00    0.00   99.80
13:07:19      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:19      18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:07:19      19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
