timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu, memory.used [MiB], memory.total [MiB]
2026/08/06 16:28:47.490, 68 %, 0 %, 95.61 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:28:52.491, 68 %, 0 %, 95.48 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:28:57.492, 68 %, 0 %, 95.49 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:02.492, 68 %, 0 %, 95.59 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:07.493, 69 %, 0 %, 95.53 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:12.493, 69 %, 0 %, 95.57 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:17.494, 68 %, 0 %, 95.50 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:22.494, 68 %, 0 %, 95.52 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:27.495, 69 %, 0 %, 95.45 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:32.495, 68 %, 0 %, 95.64 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:37.496, 69 %, 0 %, 95.52 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:42.496, 69 %, 0 %, 95.39 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:47.496, 68 %, 0 %, 95.49 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:52.497, 69 %, 0 %, 95.51 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:29:57.497, 69 %, 0 %, 95.50 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:02.498, 68 %, 0 %, 95.54 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:07.498, 69 %, 0 %, 95.49 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:12.499, 68 %, 0 %, 95.51 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:17.499, 69 %, 0 %, 95.44 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:22.500, 68 %, 0 %, 95.44 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:27.500, 68 %, 0 %, 95.44 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:32.501, 68 %, 0 %, 95.59 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:37.501, 68 %, 0 %, 95.58 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:42.502, 68 %, 0 %, 95.50 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:47.502, 68 %, 0 %, 95.50 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:52.503, 68 %, 0 %, 95.59 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:30:57.503, 68 %, 0 %, 95.53 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:02.504, 68 %, 0 %, 95.38 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:07.505, 68 %, 0 %, 95.51 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:12.505, 67 %, 0 %, 95.42 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:17.506, 68 %, 0 %, 95.41 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:22.506, 67 %, 0 %, 95.37 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:27.507, 68 %, 0 %, 95.45 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:32.507, 68 %, 0 %, 95.42 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:37.508, 67 %, 0 %, 95.38 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:42.509, 67 %, 0 %, 95.48 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:47.509, 67 %, 0 %, 95.47 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:52.510, 68 %, 0 %, 95.42 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:31:57.510, 66 %, 0 %, 95.39 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:02.511, 68 %, 0 %, 95.42 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:07.511, 68 %, 0 %, 95.50 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:12.512, 68 %, 0 %, 95.35 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:17.512, 67 %, 0 %, 95.48 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:22.513, 68 %, 0 %, 95.29 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:27.513, 68 %, 0 %, 95.39 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:32.514, 68 %, 0 %, 95.34 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:37.514, 68 %, 0 %, 95.47 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:42.515, 68 %, 0 %, 95.45 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:47.515, 68 %, 0 %, 95.47 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:52.516, 68 %, 0 %, 95.48 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:32:57.516, 68 %, 0 %, 95.45 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:02.517, 68 %, 0 %, 95.39 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:07.517, 67 %, 0 %, 95.32 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:12.518, 67 %, 0 %, 95.29 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:17.518, 68 %, 0 %, 95.49 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:22.519, 67 %, 0 %, 95.42 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:27.519, 67 %, 0 %, 95.38 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:32.520, 67 %, 0 %, 95.37 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:37.521, 68 %, 0 %, 95.37 W, 30, 467 MiB, 81559 MiB
2026/08/06 16:33:42.521, 68 %, 0 %, 95.39 W, 30, 467 MiB, 81559 MiB
